
time,wx,wy,wz,ax,ay,az
12.812,1.73,-0.34,-0.05,0.61,-0.13,-0.82
12.817,1.74,-0.32,-0.06,0.61,-0.13,-0.82
12.82,1.74,-0.32,-0.06,0.67,0.04,-0.87
12.822,1.75,-0.30,-0.07,0.67,0.04,-0.87
12.823,1.75,-0.30,-0.07,0.65,0.13,-0.86
12.844,1.75,-0.30,-0.07,0.58,0.15,-0.84
12.845,1.75,-0.26,-0.08,0.58,0.15,-0.84
12.847,1.75,-0.21,-0.08,0.58,0.15,-0.84
12.848,1.75,-0.21,-0.08,0.54,0.14,-0.68
12.849,1.75,-0.21,-0.08,0.45,0.13,-0.52
12.85,1.76,-0.15,-0.08,0.45,0.13,-0.52
12.852,1.76,-0.15,-0.08,0.41,0.25,-0.43
12.853,1.76,-0.11,-0.08,0.41,0.25,-0.43
12.854,1.77,-0.07,-0.09,0.41,0.25,-0.43
12.854,1.77,-0.07,-0.09,0.37,0.40,-0.37
12.855,1.77,-0.04,-0.11,0.37,0.40,-0.37
12.856,1.77,-0.04,-0.11,0.41,0.65,-0.39
12.857,1.77,-0.04,-0.14,0.41,0.65,-0.39
12.857,1.77,-0.04,-0.14,0.45,0.84,-0.48
12.861,1.77,-0.04,-0.14,0.39,0.88,-0.46
12.863,1.76,-0.05,-0.18,0.39,0.88,-0.46
12.876,1.76,-0.05,-0.18,0.22,0.90,-0.36
12.877,1.74,-0.07,-0.21,0.22,0.90,-0.36
12.878,1.74,-0.07,-0.21,-0.06,0.87,-0.19
12.88,1.74,-0.08,-0.23,-0.06,0.87,-0.19
12.882,1.74,-0.08,-0.23,-0.43,0.77,0.06
12.883,1.77,-0.08,-0.22,-0.43,0.77,0.06
12.905,1.77,-0.08,-0.22,-0.71,0.59,0.30
12.907,1.77,-0.08,-0.22,-0.82,0.31,0.55
12.908,1.82,-0.06,-0.18,-0.82,0.31,0.55
12.909,1.88,-0.03,-0.12,-0.82,0.31,0.55
12.91,1.88,-0.03,-0.12,-0.79,0.04,0.68
12.911,1.96,0.02,-0.05,-0.79,0.04,0.68
12.912,2.03,0.04,0.02,-0.79,0.04,0.68
12.912,2.03,0.04,0.02,-0.50,-0.30,0.70
12.913,2.03,0.04,0.02,-0.07,-0.65,0.64
12.913,2.08,0.03,0.07,-0.07,-0.65,0.64
12.914,2.12,-0.02,0.11,-0.07,-0.65,0.64
12.915,2.12,-0.02,0.11,0.43,-1.01,0.52
12.916,2.14,-0.09,0.12,0.43,-1.01,0.52
12.917,2.14,-0.09,0.12,0.89,-1.28,0.34
12.917,2.16,-0.14,0.11,0.89,-1.28,0.34
12.918,2.16,-0.14,0.11,1.27,-1.36,0.05
12.922,2.16,-0.14,0.11,1.55,-1.36,-0.29
12.923,2.18,-0.17,0.08,1.55,-1.36,-0.29
12.927,2.18,-0.17,0.08,1.70,-1.29,-0.64
12.928,2.19,-0.17,0.04,1.70,-1.29,-0.64
12.934,2.20,-0.12,-0.00,1.70,-1.29,-0.64
12.936,2.20,-0.12,-0.00,1.66,-1.08,-0.84
12.938,2.20,-0.12,-0.00,1.45,-0.81,-0.99
12.938,2.19,-0.04,-0.04,1.45,-0.81,-0.99
12.942,2.19,-0.04,-0.04,1.15,-0.58,-1.08
12.943,2.18,0.03,-0.06,1.15,-0.58,-1.08
12.948,2.18,0.03,-0.06,0.85,-0.42,-1.16
12.949,2.15,0.07,-0.07,0.85,-0.42,-1.16
12.953,2.15,0.07,-0.07,0.63,-0.29,-1.22
12.955,2.11,0.06,-0.06,0.63,-0.29,-1.22
12.957,2.08,0.01,-0.04,0.63,-0.29,-1.22
12.958,2.08,0.01,-0.04,0.51,-0.31,-1.29
12.962,2.08,0.01,-0.04,0.47,-0.41,-1.39
12.963,2.06,-0.04,-0.03,0.47,-0.41,-1.39
12.976,2.06,-0.04,-0.03,0.48,-0.49,-1.56
12.978,2.05,-0.09,-0.03,0.48,-0.49,-1.56
12.979,2.04,-0.12,-0.04,0.48,-0.49,-1.56
12.98,2.04,-0.12,-0.04,0.56,-0.53,-1.80
12.981,2.04,-0.12,-0.04,0.62,-0.57,-2.01
12.983,2.03,-0.12,-0.06,0.62,-0.57,-2.01
12.985,2.03,-0.12,-0.06,0.65,-0.49,-2.13
12.986,2.01,-0.10,-0.09,0.65,-0.49,-2.13
13.002,2.01,-0.10,-0.09,0.58,-0.36,-2.12
13.004,1.98,-0.08,-0.12,0.58,-0.36,-2.12
13.005,1.98,-0.08,-0.12,0.43,-0.28,-2.03
13.005,1.95,-0.07,-0.14,0.43,-0.28,-2.03
13.006,1.95,-0.07,-0.14,0.22,-0.14,-1.87
13.009,1.92,-0.06,-0.16,0.22,-0.14,-1.87
13.01,1.90,-0.05,-0.16,0.22,-0.14,-1.87
13.011,1.90,-0.05,-0.16,0.05,-0.01,-1.66
13.012,1.90,-0.05,-0.16,-0.14,0.10,-1.53
13.013,1.89,-0.05,-0.15,-0.14,0.10,-1.53
13.013,1.88,-0.05,-0.14,-0.14,0.10,-1.53
13.014,1.88,-0.05,-0.14,-0.29,0.17,-1.39
13.018,1.88,-0.05,-0.14,-0.41,0.27,-1.26
13.021,1.89,-0.04,-0.12,-0.41,0.27,-1.26
13.023,1.90,-0.03,-0.09,-0.41,0.27,-1.26
13.024,1.90,-0.03,-0.09,-0.50,0.26,-1.19
13.028,1.90,-0.03,-0.09,-0.57,0.21,-1.17
13.029,1.91,-0.02,-0.05,-0.57,0.21,-1.17
13.033,1.91,-0.02,-0.05,-0.62,0.11,-1.20
13.035,1.92,-0.00,-0.02,-0.62,0.11,-1.20
13.038,1.94,0.01,0.02,-0.62,0.11,-1.20
13.039,1.94,0.01,0.02,-0.67,0.05,-1.22
13.043,1.94,0.01,0.02,-0.70,-0.09,-1.24
13.044,1.95,0.02,0.05,-0.70,-0.09,-1.24
13.05,1.95,0.02,0.05,-0.69,-0.22,-1.23
13.052,1.96,0.03,0.08,-0.69,-0.22,-1.23
13.053,1.97,0.03,0.10,-0.69,-0.22,-1.23
13.053,1.97,0.03,0.10,-0.67,-0.35,-1.27
13.058,1.97,0.03,0.10,-0.71,-0.49,-1.31
13.059,1.98,0.03,0.12,-0.71,-0.49,-1.31
13.063,1.98,0.03,0.12,-0.70,-0.62,-1.24
13.064,1.98,0.03,0.13,-0.70,-0.62,-1.24
13.068,1.98,0.03,0.13,-0.69,-0.71,-1.21
13.07,1.99,0.03,0.13,-0.69,-0.71,-1.21
13.073,1.99,0.02,0.14,-0.69,-0.71,-1.21
13.074,1.99,0.02,0.14,-0.66,-0.79,-1.18
13.085,1.99,0.02,0.14,-0.67,-0.86,-1.15
13.086,1.99,0.02,0.14,-0.67,-0.86,-1.15
13.087,1.99,0.02,0.14,-0.72,-0.91,-1.14
13.088,1.99,0.01,0.14,-0.72,-0.91,-1.14
13.09,1.99,-0.00,0.14,-0.72,-0.91,-1.14
13.091,1.99,-0.00,0.14,-0.72,-0.98,-1.16
13.095,1.99,-0.00,0.14,-0.70,-1.04,-1.13
13.098,1.99,-0.01,0.15,-0.70,-1.04,-1.13
13.1,1.99,-0.01,0.15,-0.65,-1.10,-1.05
13.101,1.99,-0.01,0.15,-0.65,-1.10,-1.05
13.104,1.99,-0.01,0.15,-0.65,-1.10,-1.05
13.105,1.99,-0.01,0.15,-0.57,-1.15,-0.97
13.108,1.99,-0.01,0.15,-0.56,-1.19,-0.91
13.109,1.99,-0.01,0.14,-0.56,-1.19,-0.91
13.113,2.00,-0.01,0.14,-0.56,-1.19,-0.91
13.114,2.00,-0.01,0.14,-0.46,-1.25,-0.85
13.125,2.01,-0.01,0.13,-0.46,-1.25,-0.85
13.127,2.01,-0.01,0.13,-0.42,-1.28,-0.85
13.128,2.02,-0.02,0.13,-0.42,-1.28,-0.85
13.129,2.02,-0.02,0.13,-0.37,-1.32,-0.87
13.131,2.02,-0.02,0.13,-0.29,-1.41,-0.86
13.132,2.03,-0.02,0.12,-0.29,-1.41,-0.86
13.153,2.03,-0.02,0.12,-0.18,-1.43,-0.93
13.154,2.05,-0.02,0.11,-0.18,-1.43,-0.93
13.155,2.07,-0.03,0.09,-0.18,-1.43,-0.93
13.156,2.07,-0.03,0.09,-0.14,-1.43,-0.94
13.156,2.09,-0.03,0.08,-0.14,-1.43,-0.94
13.157,2.09,-0.03,0.08,-0.11,-1.41,-0.97
13.158,2.09,-0.03,0.08,-0.08,-1.37,-1.04
13.159,2.11,-0.03,0.07,-0.08,-1.37,-1.04
13.16,2.14,-0.02,0.07,-0.08,-1.37,-1.04
13.16,2.14,-0.02,0.07,-0.10,-1.37,-1.15
13.161,2.16,-0.00,0.06,-0.10,-1.37,-1.15
13.162,2.16,-0.00,0.06,-0.19,-1.40,-1.22
13.163,2.18,0.00,0.06,-0.19,-1.40,-1.22
13.164,2.18,0.00,0.06,-0.23,-1.41,-1.29
13.169,2.20,0.00,0.07,-0.23,-1.41,-1.29
13.171,2.20,0.00,0.07,-0.26,-1.47,-1.34
13.174,2.23,0.01,0.07,-0.26,-1.47,-1.34
13.174,2.23,0.01,0.07,-0.30,-1.57,-1.35
13.179,2.25,0.00,0.07,-0.30,-1.57,-1.35
13.18,2.25,0.00,0.07,-0.35,-1.65,-1.36
13.184,2.28,-0.00,0.08,-0.35,-1.65,-1.36
13.186,2.28,-0.00,0.08,-0.30,-1.73,-1.34
13.189,2.30,-0.00,0.08,-0.30,-1.73,-1.34
13.19,2.30,-0.00,0.08,-0.30,-1.79,-1.35
13.194,2.33,-0.00,0.09,-0.30,-1.79,-1.35
13.195,2.33,-0.00,0.09,-0.25,-1.88,-1.40
13.201,2.36,-0.00,0.09,-0.25,-1.88,-1.40
13.204,2.36,-0.00,0.09,-0.20,-1.92,-1.44
13.21,2.36,-0.00,0.09,-0.17,-1.91,-1.47
13.211,2.38,0.01,0.09,-0.17,-1.91,-1.47
13.212,2.38,0.01,0.09,-0.16,-1.87,-1.50
13.213,2.40,0.02,0.09,-0.16,-1.87,-1.50
13.214,2.43,0.02,0.09,-0.16,-1.87,-1.50
13.215,2.43,0.02,0.09,-0.16,-1.82,-1.57
13.219,2.43,0.02,0.09,-0.15,-1.79,-1.56
13.22,2.45,0.02,0.08,-0.15,-1.79,-1.56
13.224,2.47,0.02,0.08,-0.15,-1.79,-1.56
13.225,2.47,0.02,0.08,-0.09,-1.75,-1.64
13.229,2.49,0.02,0.08,-0.09,-1.75,-1.64
13.23,2.49,0.02,0.08,-0.07,-1.65,-1.65
13.242,2.51,0.03,0.07,-0.07,-1.65,-1.65
13.243,2.51,0.03,0.07,-0.02,-1.59,-1.66
13.244,2.53,0.03,0.07,-0.02,-1.59,-1.66
13.245,2.53,0.03,0.07,-0.00,-1.50,-1.69
13.246,2.55,0.04,0.06,-0.00,-1.50,-1.69
13.247,2.55,0.04,0.06,0.04,-1.45,-1.72
13.265,2.55,0.04,0.06,0.10,-1.39,-1.73
13.267,2.56,0.04,0.05,0.10,-1.39,-1.73
13.268,2.57,0.05,0.05,0.10,-1.39,-1.73
13.269,2.57,0.05,0.05,0.15,-1.32,-1.77
13.27,2.57,0.05,0.05,0.15,-1.22,-1.76
13.271,2.58,0.04,0.04,0.15,-1.22,-1.76
13.272,2.58,0.04,0.04,0.17,-1.15,-1.81
13.272,2.58,0.04,0.03,0.17,-1.15,-1.81
13.273,2.58,0.03,0.02,0.17,-1.15,-1.81
13.274,2.58,0.03,0.02,0.21,-1.01,-1.84
13.275,2.58,0.03,0.02,0.20,-0.90,-1.83
13.276,2.58,0.02,0.01,0.20,-0.90,-1.83
13.28,2.58,0.02,0.00,0.20,-0.90,-1.83
13.281,2.58,0.02,0.00,0.27,-0.82,-1.81
13.284,2.58,0.02,-0.00,0.27,-0.82,-1.81
13.286,2.58,0.02,-0.00,0.30,-0.74,-1.81
13.289,2.58,0.02,-0.00,0.31,-0.69,-1.77
13.29,2.57,0.03,-0.01,0.31,-0.69,-1.77
13.295,2.57,0.03,-0.01,0.34,-0.68,-1.70
13.295,2.56,0.03,-0.01,0.34,-0.68,-1.70
13.3,2.55,0.04,-0.01,0.34,-0.68,-1.70
13.302,2.55,0.04,-0.01,0.40,-0.64,-1.62
13.305,2.55,0.03,-0.00,0.40,-0.64,-1.62
13.305,2.55,0.03,-0.00,0.39,-0.62,-1.59
13.31,2.54,0.03,-0.01,0.39,-0.62,-1.59
13.311,2.54,0.03,-0.01,0.41,-0.59,-1.53
13.317,2.53,0.03,-0.01,0.41,-0.59,-1.53
13.319,2.53,0.03,-0.01,0.41,-0.54,-1.53
13.321,2.53,0.03,-0.01,0.43,-0.51,-1.57
13.322,2.53,0.03,-0.00,0.43,-0.51,-1.57
13.325,2.53,0.03,-0.00,0.39,-0.49,-1.59
13.326,2.51,0.03,-0.01,0.39,-0.49,-1.59
13.342,2.51,0.03,-0.01,0.38,-0.45,-1.63
13.343,2.51,0.04,-0.00,0.38,-0.45,-1.63
13.343,2.49,0.05,0.01,0.38,-0.45,-1.63
13.344,2.49,0.05,0.01,0.36,-0.45,-1.69
13.345,2.49,0.05,0.01,0.31,-0.45,-1.71
13.348,2.48,0.07,0.01,0.31,-0.45,-1.71
13.349,2.48,0.07,0.01,0.28,-0.42,-1.77
13.35,2.47,0.08,0.01,0.28,-0.42,-1.77
13.352,2.47,0.08,0.01,0.20,-0.42,-1.80
13.353,2.45,0.09,0.02,0.20,-0.42,-1.80
13.357,2.43,0.10,0.02,0.20,-0.42,-1.80
13.359,2.43,0.10,0.02,0.09,-0.39,-1.82
13.36,2.41,0.10,0.02,0.09,-0.39,-1.82
13.361,2.41,0.10,0.02,-0.01,-0.40,-1.79
13.366,2.39,0.09,0.02,-0.01,-0.40,-1.79
13.368,2.39,0.09,0.02,-0.05,-0.38,-1.72
13.37,2.39,0.09,0.02,-0.07,-0.36,-1.62
13.371,2.37,0.08,0.03,-0.07,-0.36,-1.62
13.375,2.37,0.08,0.03,-0.08,-0.42,-1.53
13.376,2.36,0.07,0.03,-0.08,-0.42,-1.53
13.38,2.35,0.07,0.03,-0.08,-0.42,-1.53
13.382,2.35,0.07,0.03,-0.05,-0.48,-1.52
13.398,2.35,0.07,0.03,-0.05,-0.54,-1.42
13.401,2.34,0.07,0.03,-0.05,-0.54,-1.42
13.402,2.33,0.06,0.03,-0.05,-0.54,-1.42
13.402,2.33,0.06,0.03,-0.06,-0.62,-1.34
13.403,2.32,0.06,0.03,-0.06,-0.62,-1.34
13.404,2.32,0.06,0.03,0.02,-0.65,-1.28
13.405,2.32,0.06,0.03,0.04,-0.71,-1.30
13.406,2.31,0.05,0.02,0.04,-0.71,-1.30
13.406,2.31,0.05,0.02,0.00,-0.79,-1.32
13.407,2.30,0.05,0.01,0.00,-0.79,-1.32
13.41,2.30,0.05,0.01,-0.00,-0.81,-1.35
13.411,2.29,0.05,0.01,-0.00,-0.81,-1.35
13.425,2.29,0.05,0.01,-0.00,-0.81,-1.35
13.427,2.29,0.05,0.01,-0.04,-0.89,-1.28
13.428,2.29,0.05,0.01,-0.04,-0.89,-1.28
13.429,2.29,0.05,0.01,-0.02,-0.99,-1.19
13.43,2.29,0.05,0.01,-0.02,-0.99,-1.19
13.431,2.29,0.05,0.01,-0.02,-1.06,-1.17
13.432,2.29,0.05,0.01,-0.04,-1.08,-1.19
13.433,2.30,0.06,0.01,-0.04,-1.08,-1.19
13.436,2.30,0.06,0.01,-0.07,-1.12,-1.19
13.438,2.31,0.06,0.01,-0.07,-1.12,-1.19
13.441,2.31,0.07,0.01,-0.07,-1.12,-1.19
13.443,2.31,0.07,0.01,-0.10,-1.14,-1.18
13.446,2.31,0.07,0.01,-0.14,-1.15,-1.14
13.447,2.32,0.08,0.00,-0.14,-1.15,-1.14
13.451,2.32,0.08,0.00,-0.18,-1.14,-1.12
13.453,2.33,0.07,0.00,-0.18,-1.14,-1.12
13.456,2.34,0.07,-0.00,-0.18,-1.14,-1.12
13.457,2.34,0.07,-0.00,-0.24,-1.14,-1.06
13.461,2.34,0.07,-0.00,-0.30,-1.14,-1.09
13.462,2.35,0.06,-0.00,-0.30,-1.14,-1.09
13.467,2.36,0.05,-0.00,-0.30,-1.14,-1.09
13.47,2.36,0.05,-0.00,-0.36,-1.19,-1.09
13.471,2.36,0.05,-0.00,-0.35,-1.15,-1.08
13.472,2.36,0.04,-0.00,-0.35,-1.15,-1.08
13.476,2.36,0.04,-0.00,-0.30,-1.10,-1.15
13.477,2.37,0.03,-0.00,-0.30,-1.10,-1.15
13.481,2.37,0.01,-0.00,-0.30,-1.10,-1.15
13.482,2.37,0.01,-0.00,-0.28,-1.09,-1.21
13.488,2.38,0.00,-0.00,-0.28,-1.09,-1.21
13.49,2.38,0.00,-0.00,-0.21,-1.09,-1.25
13.491,2.38,0.00,-0.00,-0.17,-1.05,-1.41
13.492,2.38,-0.00,-0.01,-0.17,-1.05,-1.41
13.496,2.39,-0.01,-0.00,-0.17,-1.05,-1.41
13.497,2.39,-0.01,-0.00,-0.16,-1.03,-1.50
13.502,2.40,-0.01,-0.00,-0.16,-1.03,-1.50
13.503,2.40,-0.01,-0.00,-0.15,-1.02,-1.55
13.506,2.41,-0.01,0.00,-0.15,-1.02,-1.55
13.507,2.41,-0.01,0.00,-0.10,-1.00,-1.62
13.511,2.41,-0.01,0.00,-0.10,-1.00,-1.62
13.512,2.41,-0.01,0.00,-0.03,-0.98,-1.61
13.529,2.41,-0.01,0.00,0.01,-0.92,-1.63
13.53,2.42,-0.01,0.00,0.01,-0.92,-1.63
13.532,2.42,-0.02,0.00,0.01,-0.92,-1.63
13.533,2.42,-0.02,0.00,-0.01,-0.88,-1.64
13.534,2.42,-0.02,0.00,0.02,-0.86,-1.54
13.537,2.42,-0.02,0.01,0.02,-0.86,-1.54
13.54,2.42,-0.03,0.01,0.02,-0.86,-1.54
13.541,2.42,-0.03,0.01,0.03,-0.83,-1.50
13.541,2.42,-0.03,0.02,0.03,-0.83,-1.50
13.542,2.42,-0.03,0.02,0.02,-0.76,-1.48
13.543,2.42,-0.03,0.03,0.02,-0.76,-1.48
13.544,2.42,-0.03,0.03,0.05,-0.76,-1.48
13.558,2.42,-0.04,0.03,0.05,-0.76,-1.48
13.56,2.42,-0.04,0.03,0.12,-0.75,-1.54
13.561,2.42,-0.04,0.03,0.15,-0.70,-1.56
13.562,2.42,-0.04,0.04,0.15,-0.70,-1.56
13.563,2.41,-0.04,0.04,0.15,-0.70,-1.56
13.564,2.41,-0.04,0.04,0.14,-0.65,-1.60
13.567,2.40,-0.05,0.05,0.14,-0.65,-1.60
13.568,2.40,-0.05,0.05,0.17,-0.58,-1.68
13.569,2.39,-0.05,0.05,0.17,-0.58,-1.68
13.569,2.39,-0.05,0.05,0.21,-0.55,-1.70
13.572,2.38,-0.05,0.05,0.21,-0.55,-1.70
13.574,2.38,-0.05,0.05,0.17,-0.55,-1.71
13.577,2.38,-0.05,0.05,0.18,-0.50,-1.73
13.578,2.36,-0.05,0.06,0.18,-0.50,-1.73
13.59,2.35,-0.04,0.06,0.18,-0.50,-1.73
13.591,2.35,-0.04,0.06,0.14,-0.49,-1.75
13.592,2.35,-0.04,0.06,0.12,-0.46,-1.73
13.594,2.33,-0.04,0.07,0.12,-0.46,-1.73
13.596,2.32,-0.04,0.08,0.12,-0.46,-1.73
13.597,2.32,-0.04,0.08,0.08,-0.45,-1.69
13.598,2.30,-0.03,0.09,0.08,-0.45,-1.69
13.599,2.30,-0.03,0.09,0.04,-0.50,-1.65
13.604,2.29,-0.03,0.09,0.04,-0.50,-1.65
13.606,2.29,-0.03,0.09,0.02,-0.54,-1.63
13.608,2.28,-0.02,0.10,0.02,-0.54,-1.63
13.609,2.28,-0.02,0.10,0.02,-0.52,-1.56
13.612,2.28,-0.02,0.10,-0.03,-0.51,-1.53
13.613,2.26,-0.02,0.10,-0.03,-0.51,-1.53
13.617,2.25,-0.02,0.11,-0.03,-0.51,-1.53
13.619,2.25,-0.02,0.11,-0.03,-0.56,-1.46
13.622,2.25,-0.02,0.11,-0.08,-0.60,-1.38
13.622,2.23,-0.03,0.11,-0.08,-0.60,-1.38
13.627,2.23,-0.03,0.11,-0.13,-0.64,-1.36
13.628,2.22,-0.04,0.11,-0.13,-0.64,-1.36
13.642,2.22,-0.04,0.11,-0.15,-0.70,-1.35
13.643,2.20,-0.05,0.11,-0.15,-0.70,-1.35
13.644,2.19,-0.06,0.11,-0.15,-0.70,-1.35
13.645,2.19,-0.06,0.11,-0.16,-0.74,-1.36
13.646,2.19,-0.06,0.11,-0.17,-0.78,-1.35
13.647,2.17,-0.07,0.10,-0.17,-0.78,-1.35
13.648,2.17,-0.07,0.10,-0.14,-0.80,-1.31
13.649,2.16,-0.08,0.09,-0.14,-0.80,-1.31
13.668,2.15,-0.08,0.09,-0.14,-0.80,-1.31
13.67,2.15,-0.08,0.09,-0.15,-0.86,-1.34
13.67,2.14,-0.09,0.07,-0.15,-0.86,-1.34
13.671,2.14,-0.09,0.07,-0.15,-0.89,-1.29
13.673,2.13,-0.09,0.07,-0.15,-0.89,-1.29
13.673,2.13,-0.09,0.07,-0.12,-0.89,-1.27
13.674,2.13,-0.09,0.07,-0.13,-0.87,-1.26
13.675,2.12,-0.09,0.06,-0.13,-0.87,-1.26
13.675,2.12,-0.09,0.06,-0.18,-0.84,-1.20
13.676,2.11,-0.09,0.05,-0.18,-0.84,-1.20
13.677,2.10,-0.09,0.05,-0.18,-0.84,-1.20
13.678,2.10,-0.09,0.05,-0.22,-0.86,-1.11
13.683,2.10,-0.09,0.05,-0.25,-0.78,-1.09
13.685,2.09,-0.09,0.05,-0.25,-0.78,-1.09
13.688,2.09,-0.09,0.05,-0.24,-0.74,-1.06
13.688,2.08,-0.09,0.04,-0.24,-0.74,-1.06
13.692,2.08,-0.09,0.04,-0.27,-0.75,-1.03
13.693,2.08,-0.09,0.04,-0.27,-0.75,-1.03
13.699,2.07,-0.10,0.04,-0.27,-0.75,-1.03
13.702,2.07,-0.10,0.04,-0.28,-0.73,-1.02
13.703,2.06,-0.11,0.04,-0.28,-0.73,-1.02
13.704,2.06,-0.11,0.04,-0.29,-0.70,-1.01
13.708,2.05,-0.12,0.03,-0.29,-0.70,-1.01
13.708,2.05,-0.12,0.03,-0.34,-0.68,-1.03
13.713,2.04,-0.14,0.03,-0.34,-0.68,-1.03
13.714,2.04,-0.14,0.03,-0.36,-0.69,-1.04
13.718,2.04,-0.14,0.03,-0.34,-0.68,-1.07
13.721,2.03,-0.15,0.03,-0.34,-0.68,-1.07
13.723,2.02,-0.16,0.03,-0.34,-0.68,-1.07
13.725,2.02,-0.16,0.03,-0.35,-0.69,-1.06
13.729,2.02,-0.16,0.03,-0.29,-0.66,-1.06
13.73,2.02,-0.16,0.03,-0.29,-0.66,-1.06
13.735,2.02,-0.16,0.03,-0.26,-0.67,-1.07
13.737,2.01,-0.16,0.03,-0.26,-0.67,-1.07
13.739,2.00,-0.17,0.02,-0.26,-0.67,-1.07
13.74,2.00,-0.17,0.02,-0.24,-0.68,-1.02
13.743,2.00,-0.17,0.02,-0.22,-0.62,-0.98
13.744,1.99,-0.17,0.02,-0.22,-0.62,-0.98
13.749,1.99,-0.17,0.02,-0.17,-0.57,-0.96
13.752,1.98,-0.17,0.02,-0.17,-0.57,-0.96
13.753,1.98,-0.17,0.02,-0.18,-0.53,-0.93
13.754,1.97,-0.18,0.01,-0.18,-0.53,-0.93
13.758,1.97,-0.18,0.01,-0.14,-0.50,-0.96
13.759,1.96,-0.19,0.01,-0.14,-0.50,-0.96
13.763,1.96,-0.19,0.01,-0.10,-0.49,-0.97
13.764,1.94,-0.21,0.00,-0.10,-0.49,-0.97
13.768,1.94,-0.21,0.00,-0.04,-0.40,-0.97
13.77,1.93,-0.21,-0.00,-0.04,-0.40,-0.97
13.773,1.93,-0.21,-0.00,0.02,-0.29,-0.99
13.774,1.91,-0.22,-0.01,0.02,-0.29,-0.99
13.778,1.89,-0.22,-0.02,0.02,-0.29,-0.99
13.779,1.89,-0.22,-0.02,0.05,-0.22,-0.96
13.793,1.86,-0.21,-0.02,0.05,-0.22,-0.96
13.795,1.86,-0.21,-0.02,0.03,-0.18,-1.02
13.796,1.86,-0.21,-0.02,0.02,-0.09,-1.06
13.796,1.84,-0.20,-0.02,0.02,-0.09,-1.06
13.8,1.84,-0.20,-0.02,0.02,-0.01,-1.11
13.802,1.80,-0.20,-0.01,0.02,-0.01,-1.11
13.803,1.77,-0.19,-0.01,0.02,-0.01,-1.11
13.804,1.77,-0.19,-0.01,-0.03,0.01,-1.11
13.805,1.73,-0.18,-0.00,-0.03,0.01,-1.11
13.806,1.73,-0.18,-0.00,0.00,0.01,-1.14
13.82,1.69,-0.18,-0.00,0.00,0.01,-1.14
13.821,1.69,-0.18,-0.00,-0.02,0.06,-1.07
13.822,1.66,-0.18,-0.00,-0.02,0.06,-1.07
13.823,1.66,-0.18,-0.00,-0.02,0.11,-1.06
13.824,1.66,-0.18,-0.00,0.00,0.11,-0.97
13.824,1.62,-0.17,-0.01,0.00,0.11,-0.97
13.825,1.58,-0.17,-0.01,0.00,0.11,-0.97
13.826,1.58,-0.17,-0.01,0.04,0.07,-0.86
13.829,1.55,-0.17,-0.02,0.04,0.07,-0.86
13.83,1.55,-0.17,-0.02,0.01,0.11,-0.70
13.84,1.55,-0.17,-0.02,0.02,0.09,-0.61
13.84,1.52,-0.16,-0.03,0.02,0.09,-0.61
13.841,1.52,-0.16,-0.03,0.00,0.02,-0.55
13.842,1.48,-0.16,-0.04,0.00,0.02,-0.55
13.847,1.48,-0.16,-0.04,-0.06,-0.02,-0.48
13.849,1.45,-0.15,-0.04,-0.06,-0.02,-0.48
13.852,1.42,-0.16,-0.05,-0.06,-0.02,-0.48
13.854,1.42,-0.16,-0.05,-0.05,-0.09,-0.44
13.855,1.42,-0.16,-0.05,-0.02,-0.16,-0.37
13.856,1.39,-0.16,-0.05,-0.02,-0.16,-0.37
13.859,1.37,-0.16,-0.06,-0.02,-0.16,-0.37
13.859,1.37,-0.16,-0.06,-0.03,-0.24,-0.33
13.864,1.34,-0.15,-0.06,-0.03,-0.24,-0.33
13.865,1.34,-0.15,-0.06,-0.01,-0.28,-0.21
13.868,1.32,-0.14,-0.07,-0.01,-0.28,-0.21
13.87,1.32,-0.14,-0.07,0.01,-0.41,-0.16
13.874,1.30,-0.12,-0.08,0.01,-0.41,-0.16
13.875,1.30,-0.12,-0.08,0.00,-0.49,-0.11
13.879,1.28,-0.11,-0.09,0.00,-0.49,-0.11
13.88,1.28,-0.11,-0.09,0.02,-0.46,-0.02
13.884,1.26,-0.11,-0.10,0.02,-0.46,-0.02
13.885,1.26,-0.11,-0.10,0.01,-0.48,-0.01
13.889,1.24,-0.11,-0.11,0.01,-0.48,-0.01
13.89,1.24,-0.11,-0.11,0.05,-0.46,0.05
13.894,1.24,-0.11,-0.11,0.02,-0.45,0.06
13.894,1.22,-0.10,-0.11,0.02,-0.45,0.06
13.907,1.20,-0.10,-0.12,0.02,-0.45,0.06
13.909,1.20,-0.10,-0.12,0.00,-0.40,0.06
13.91,1.20,-0.10,-0.12,0.05,-0.36,0.07
13.911,1.17,-0.10,-0.13,0.05,-0.36,0.07
13.913,1.17,-0.10,-0.13,0.10,-0.34,0.10
13.914,1.15,-0.11,-0.13,0.10,-0.34,0.10
13.936,1.15,-0.11,-0.13,0.14,-0.22,0.06
13.938,1.12,-0.11,-0.13,0.14,-0.22,0.06
13.94,1.09,-0.12,-0.13,0.14,-0.22,0.06
13.941,1.09,-0.12,-0.13,0.24,-0.07,0.07
13.941,1.09,-0.12,-0.13,0.28,0.08,0.12
13.942,1.06,-0.13,-0.14,0.28,0.08,0.12
13.943,1.06,-0.13,-0.14,0.35,0.26,0.17
13.943,1.02,-0.12,-0.14,0.35,0.26,0.17
